gauge_id,frac_snow,high_prec_freq,high_prec_dur,low_prec_freq,low_prec_dur,dams_num,dams_year_first,dams_year_last,dams_total_lake_area,dams_total_lake_volume,aquitard_perc,aquifer_perc,aquifer_aquitard_mixed_perc,kf_very_high_perc,kf_high_perc,kf_medium_perc,kf_moderate_perc,kf_low_perc,kf_very_low_perc,kf_extremely_low_perc,kf_very_high_to_high_perc,kf_medium_to_moderate_perc,kf_low_to_extremely_low_perc,kf_highly_variable_perc,kf_moderate_to_low_perc,cavity_fissure_perc,cavity_pores_perc,cavity_fissure_karst_perc,cavity_fissure_pores_perc,rocktype_sediment_perc,rocktype_metamorphite_perc,rocktype_magmatite_perc,consolidation_solid_rock_perc,consolidation_unconsolidated_rock_perc,geochemical_rocktype_silicate_perc,geochemical_rocktype_silicate_carbonatic_perc,geochemical_rocktype_carbonatic_perc,geochemical_rocktype_sulfatic_perc,geochemical_rocktype_silicate_organic_components_perc,geochemical_rocktype_anthropogenically_modified_through_filling_perc,geochemical_rocktype_sulfatic_halitic_perc,geochemical_rocktype_halitic_perc,waterbody_perc,no_data_perc,artificial_surfaces_perc,agricultural_areas_perc,forests_and_seminatural_areas_perc,wetlands_perc,water_bodies_perc,clay_0_30cm_mean,clay_30_100cm_mean,clay_100_200cm_mean,silt_0_30cm_mean,silt_30_100cm_mean,silt_100_200cm_mean,sand_0_30cm_mean,sand_30_100cm_mean,sand_100_200cm_mean,coarse_fragments_0_30cm_mean,coarse_fragments_30_100cm_mean,coarse_fragments_100_200cm_mean,bulk_density_0_30cm_mean,bulk_density_30_100cm_mean,bulk_density_100_200cm_mean,soil_organic_carbon_0_30cm_mean,soil_organic_carbon_30_100cm_mean,soil_organic_carbon_100_200cm_mean,lat,long,gauge_easting,gauge_northing,gauge_elev_metadata,area_metadata,gauge_elev,area,elev_mean,elev_min,elev_5,elev_50,elev_95,elev_max,nitrate_polluted_area_fraction,protected_area_fraction,popdens,wastewater_discharge_m3_year,q_mean,q_std,q_5,q_95,runoff_coefficient,p_mean,p_std,q_7_10,q_seasonal_amplitude,cvq_autumn,cvq_spring,cvq_summer,cvq_winter,q_annual_sens_slope,q_annual_p.value
DE910320,0.03,14.85,1.16,220.6,3.89,1,1996,1996,2.2,20.8,6.45,79.97,13.58,0,0.02,31.79,1.66,1.59,4.11,0,0,46.49,0.75,12.15,1.43,16.02,78.39,4.6,0.98,100,0,0,21.61,78.39,82.82,6.07,2.09,5.6,2.74,0.21,0.47,0,0,0,9.98,75.27,14.28,0.34,0.13,10.24,10.79,11.78,23.25,22.69,23.06,59.41,59.42,58.06,6.78,10.1,13.13,1.07,1.18,1.23,44.7,25.54,20.22,52.682475,7.60245,4158885,3288613,,2244.65,18.44,2255.52,60.64,12.39,23.13,45.05,140.2,340.84,34.0712614773777,0,246.002136230469,64263492,0.825,0.696,0.24,2.31,0.344,2.164,3.931,0.198,1.09,0.963,0.66,0.567,0.602,-0.002,0.277
DE910330,0.03,15.95,1.16,224.85,3.91,0,,,0,0,0,100,0,0,0,100,0,0,0,0,0,0,0,0,0,0,100,0,0,100,0,0,0,100,100,0,0,0,0,0,0,0,0,0,1.01,91.17,6.2,1.62,0,8.26,10.28,12.36,18.35,17.57,17.32,73.12,71.88,70.05,5.17,6.56,11.04,1.24,1.48,1.54,48.86,25.76,23.07,52.77255,7.732933,4168019,3298349,,82.02,23.1,82.67,34.41,22.43,25.39,34.12,45.13,68.44,25.383069892333,0,88.48486328125,453740,0.816,0.669,0.33,1.87,0.344,2.139,4.093,0.29,0.747,0.966,0.609,0.875,0.688,-0.004,0.05
DE910340,0.02,15.66,1.17,223.34,3.99,0,,,0,0,0,100,0,0,0,99.89,0,0,0,0,0,0.11,0,0,0,0,100,0,0,100,0,0,0,100,100,0,0,0,0,0,0,0,0,0,1.87,90.75,6.27,1.11,0,7.3,9.12,11.81,16.66,16.32,16.29,75.28,73.79,71.14,5.29,7.06,11.32,1.24,1.48,1.54,49.82,27.97,25.19,52.725611,7.633193,4161120,3293343,,118.85,20.32,120.99,32.97,19.47,23.12,32.46,44.73,68.44,48.9969401252785,0,86.6460037231445,3437470,,,,,,,,,,,,,,,
DE910350,0.02,16.26,1.18,220.22,3.88,0,,,0,0,0,96.64,3.36,0,0,30.63,0,0,0,0,0,66.01,0,3.36,0,0,100,0,0,100,0,0,0,100,96.64,0,0,0,3.36,0,0,0,0,0,1.33,76.63,20.84,1.2,0,6.17,7.33,9.55,14.56,14.8,15.74,78.73,77.33,74.16,6.66,10.54,13.92,1.2,1.39,1.45,60.31,52.22,44.17,52.653864,7.53287,4154074,3285588,,127.24,19.19,145.29,39.58,16.73,20.09,29.59,88.33,149.24,99.9962398881887,0,51.2082138061524,341655,0.705,0.635,0.21,1.69,0.293,2.172,4.094,0.169,0.936,0.944,0.644,0.487,0.751,-0.003,0.001
DE910360,0.03,15.06,1.16,220.79,3.9,1,1996,1996,2.2,20.8,5.64,82.31,12.05,0,0.02,35.22,1.45,1.39,3.59,0,0,45.63,0.66,10.8,1.25,14,81.12,4.02,0.86,100,0,0,18.88,81.12,84.81,5.3,1.82,4.89,2.59,0.18,0.41,0,0,0,9.08,75.9,14.47,0.42,0.12,9.76,10.41,11.59,22.19,21.71,22.09,61.65,61.47,59.92,6.68,9.93,13.06,1.09,1.21,1.26,46.23,27.91,22.43,52.671233,7.485408,4150931,3287630,,2550.38,34.22,2581.8,57.33,9.36,22.14,42.3,135.87,340.84,39.7893491202226,0,223.804443359375,70184091,0.829,0.676,0.26,2.27,0.346,2.164,3.917,0.215,1.056,0.948,0.637,0.515,0.584,-0.002,0.086
DE910370,0.02,16.62,1.18,223.66,3.98,0,,,0,0,0,100,0,0,0,27.11,0,0,0,0,0,72.89,0,0,0,0,100,0,0,100,0,0,0,100,100,0,0,0,0,0,0,0,0,0,2.56,86.56,10.88,0,0,6.28,7.55,9.01,11.27,12.18,13.39,80.93,78.75,76.08,6.74,9.61,12.8,1.19,1.41,1.46,61.58,57.77,46.65,52.630133,7.494507,4151388,3283037,,86.83,19.39,71.45,32.52,17.39,19.49,29.3,59.38,106.94,70.9878551581031,0,68.3246536254883,341655,1.204,0.813,0.35,2.7,0.499,2.177,4.1,0.308,1.445,0.748,0.515,0.603,0.429,-0.005,0.004
DE910380,0.02,14.58,1.17,205.44,4.09,0,,,0,0,0,100,0,0,0,18.61,0,0,0,0,0,81.39,0,0,0,0,100,0,0,100,0,0,0,100,100,0,0,0,0,0,0,0,0,0,1.73,86.71,11.55,0,0,5.67,7.01,8.29,10.7,11.81,13.12,82.82,80.37,77.77,6.82,9.57,12.98,1.19,1.43,1.49,68.87,69.37,56.93,52.639595,7.427169,4146869,3284249,,58.2,21.77,60.58,29.51,12.91,19.35,24.03,65.66,104.88,98.0307612984847,0,100.162391662598,0,,,,,,,,,,,,,,,
DE910400,0.03,14.97,1.17,219.51,3.89,1,1996,1996,2.2,20.8,4.87,84.72,10.41,0,0.02,38.27,1.26,1.2,3.1,0,0,45.17,0.57,9.33,1.08,12.1,83.69,3.47,0.74,100,0,0,16.31,83.69,86.87,4.58,1.58,4.23,2.23,0.16,0.35,0,0,0,8.44,76.52,14.56,0.37,0.11,9.28,10.03,11.36,20.95,20.6,21.03,63.91,63.51,61.74,6.63,9.78,12.97,1.1,1.24,1.29,48.2,31.25,25.43,52.694632,7.347164,4141682,3290564,,2973.93,14.97,2987.52,53.59,-11.76,21.19,38.77,131.19,340.84,45.1844279390149,0,205.069732666016,84807506,0.815,0.627,0.27,2.18,0.341,2.167,3.906,0.243,1.007,0.893,0.597,0.47,0.542,-0.001,0.586
DE910430,0.02,16.03,1.15,223.17,3.89,0,,,0,0,0,100,0,0,0,91.14,0,0,0,0,0,8.86,0,0,0,0,100,0,0,100,0,0,0,100,100,0,0,0,0,0,0,0,0,0,7.38,71.7,19.96,0.97,0,7.39,9.19,12.16,15.01,15.06,15.64,73.04,71.19,67.63,5.74,8.16,11.96,1.18,1.41,1.46,59.19,47.39,44.57,52.749332,7.365594,4143149,3296602,,127.16,19.29,138.62,36.22,15.81,22.54,34.89,53.75,87.62,74.8368727285973,0,98.8462448120117,1599798,0.67,0.398,0.32,1.297,0.268,2.258,4.398,0.224,0.389,0.624,0.457,0.727,0.498,-0.002,0.093
DE910460,0.02,15.58,1.14,206.02,4.29,0,,,0,0,0,100,0,0,0,17.84,0,0,0,0,0,82.16,0,0,0,0,100,0,0,100,0,0,0,100,100,0,0,0,0,0,0,0,0,0,6.02,78.82,13.93,0.31,0.91,6.47,7.12,7.98,13.78,16.71,20.4,76.91,73.34,68.79,5.21,8.13,12.86,1.12,1.38,1.44,101.64,128.51,103.03,52.797804,7.205346,4132545,3302397,,36.16,9.38,36.11,17.35,8.21,13.06,15.7,28.42,40.12,0,0,118.391677856445,0,,,,,,,,,,,,,,,
DE910500,0.03,15.69,1.16,224.04,3.93,0,,,0,0,0,100,0,0,0,69.2,0,0,0,0,0,30.8,0,0,0,0,100,0,0,100,0,0,0,100,100,0,0,0,0,0,0,0,0,0,6.62,61.69,31.69,0,0,7.44,9.36,12.11,15.61,15.27,15.75,72.92,71.33,68.11,5.39,7.54,11.46,1.19,1.41,1.46,58.28,45.74,43.8,52.955318,7.619583,4161045,3318922,,59.9,12.85,55.23,33.81,11.77,15.58,34.04,59.65,89.42,99.9781692885759,0,53.8899040222168,0,,,,,,,,,,,,,,,
DE910530,0.03,15.62,1.13,227.57,4.01,0,,,0,0,0,100,0,0,0,100,0,0,0,0,0,0,0,0,0,0,100,0,0,100,0,0,0,100,100,0,0,0,0,0,0,0,0,0,22.9,69.01,7.69,0.4,0,8.27,10.42,11.35,18.24,17.59,18.1,55.48,53.98,52.54,4.14,5.12,8.52,1.04,1.18,1.22,40.02,23.29,19.26,52.868731,7.947103,4182771,3308619,,74,41.05,72.14,45.11,27.63,35.94,44.29,57.18,85.26,12.8115942480058,0,343.404388427734,3323070,0.838,0.653,0.37,1.93,0.355,2.134,4.159,0.335,0.588,0.909,0.613,0.64,0.743,0,0.953
DE910560,0.03,16,1.13,221.46,3.95,1,1927,1927,4.1,10.8,0,100,0,0,0,50.49,0,0,0,0,0,49.51,0,0,0,0,100,0,0,100,0,0,0,100,100,0,0,0,0,0,0,0,0,0,10.22,72.44,13.01,3.34,1,7.85,10.25,11.53,16.07,15.5,15.62,69.24,67.41,66.01,4.8,6.3,10.82,1.14,1.27,1.31,66.67,61.53,54.32,53.088703,7.820994,4175023,3333335,,406.94,3.36,413.42,24.8,0.92,5.06,22.31,50.29,85.26,55.6162492063457,0,165.56755065918,6156797,0.746,0.446,0.29,1.59,0.313,2.152,3.959,0.242,0.641,0.593,0.451,0.468,0.515,-0.001,0.244
DE910570,0.03,16.41,1.18,221.59,3.89,0,,,0,0,0,100,0,0,0,84.45,0,0,0,0,0,15.55,0,0,0,0,100,0,0,100,0,0,0,100,100,0,0,0,0,0,0,0,0,0,9.08,72.29,18.64,0,0,9.61,13.82,14.55,17.35,16.53,16.15,65,61.6,61.26,6.11,7.31,11.83,1.12,1.23,1.26,72.58,65.09,62.24,53.211858,8.069996,4192067,3346564,,26.94,9.48,29.1,17.57,6.06,10.66,15.89,31.09,45.27,45.2798122894248,0,156.240966796875,706801,,,,,,,,,,,,,,,
DE910580,0.02,16.57,1.18,227.31,4.23,0,,,0,0,0,100,0,0,0,68.82,0,0,0,0,0,31.18,0,0,0,0,100,0,0,100,0,0,0,100,100,0,0,0,0,0,0,0,0,0,2.95,87.82,7.94,0.71,0.58,11.94,15.22,16.32,18.99,18.12,17.2,67.11,64.69,64.52,6.9,9.02,15.17,1.11,1.25,1.3,94.58,89.38,84.89,53.255935,7.848621,4177430,3351882,,52.22,10.04,58.42,10.96,-0.71,4.5,10.11,21.79,42.39,0,0,130.818298339844,0,,,,,,,,,,,,,,,
DE910610,0.06,16.87,1.19,226.75,3.95,0,,,0,0,22.81,53.09,24.1,0,0,2.85,47.02,0,0,0,0,3.22,22.81,2.27,21.82,39.84,6.26,15.3,38.6,98.91,0,1.09,93.74,6.26,65.19,0,10.11,22.43,1.8,0.47,0,0,0,0,8.68,52.83,38.48,0,0,26.84,30.27,29.8,43.07,36.66,38.61,24.64,27.63,26.14,13.23,22.21,27.11,1.19,1.38,1.42,36.78,15.3,13.26,51.572837,9.71725,4301397,3162510,,40.38,169.9,40.23,262.02,167.27,182.15,249.76,374.27,452.59,1.38925936880967,0,83.9614181518555,616000,0.901,0.685,0.4,2.01,0.372,2.19,4.312,0.357,0.763,0.902,0.595,0.514,0.698,-0.003,0.019
DE910620,0.07,15.73,1.15,217.17,3.8,0,,,0,0,0,43.9,56.1,0,0,0.48,38.67,0,0,0,0,4.74,0,9.38,46.72,46.72,14.61,0,38.67,100,0,0,85.39,14.61,90.62,0,0,0,9.01,0.37,0,0,0,0,6.15,41.97,51.88,0,0,26.22,28.87,29.04,48.32,42.57,42.3,21.86,24.95,25.06,14.03,23.07,27.6,1.18,1.45,1.5,46.19,18.37,16.11,51.643209,9.640351,4296104,3170363,,79.76,163.39,75.07,311.02,143.08,180.96,309.61,459.4,517.16,0,0,76.1791610717773,272096,1.425,1.137,0.57,3.207,0.504,2.555,4.858,0.491,1.299,0.99,0.588,0.569,0.74,-0.003,0.072
DE910630,0.07,15.91,1.24,221.77,3.96,0,,,0,0,3.97,3.34,92.69,0,0,0.75,0.69,3.97,0,0,0,1.9,0,11.96,80.73,84.7,14.61,0,0.69,100,0,0,85.39,14.61,88.04,0,0,0,11.39,0.57,0,0,0,0,2.52,40.95,56.53,0,0,26.84,29.8,29.88,48.87,42.62,42.57,22.76,26.05,26.02,14.75,24.61,29.29,1.19,1.47,1.53,44.89,15.92,13.11,51.646525,9.658457,4297359,3170726,,52.91,150.38,53.21,308.08,145.27,185.48,304.25,440.34,505.15,0,0,104.541877746582,0,,,,,,,,,,,,,,,
DE910640,0.06,16.16,1.16,220.69,3.85,0,,,0,0,9.88,35.33,54.8,0,0,0.69,29.73,0.83,0,0,0,4.91,9.04,9.18,45.61,51.94,14.35,10,23.71,99.57,0,0.43,85.65,14.35,75.48,0.21,6.99,8.2,8.82,0.31,0,0,0,0,5.04,48.5,46.46,0,0,26.56,29.75,29.76,46.43,40.42,40.91,23.34,26.17,25.66,13.71,22.76,27.33,1.19,1.43,1.48,40.59,15.3,13.1,51.626421,9.602712,4293488,3168509,,280.93,118.46,275.26,285.62,117.93,167.5,276.73,434.71,517.16,0.20303003504228,0,97.1904830932617,4984874,0.996,0.889,0.39,2.5,0.384,2.345,4.488,0.388,1.09,1.009,0.708,0.576,0.788,-0.002,0.128
DE910650,0.06,16.04,1.15,221.82,3.8,0,,,0,0,0,80.82,19.18,0,0,0,79.5,0,0,0,0,1.32,0,8.57,10.61,10.99,9.51,0,79.5,99.62,0,0.38,90.49,9.51,91.43,0,0,0,8.57,0,0,0,0,0,0.36,16.31,83.33,0,0,26.76,30.16,30.65,50.9,44.43,43.87,22.34,25.41,25.48,14.42,24.23,28.94,1.2,1.49,1.54,47.73,16.07,14.14,51.649778,9.550285,4289874,3171128,,29.65,115.38,30.34,294.87,114.57,168.18,291.89,417.57,465.16,0,0,24.7231063842773,0,,,,,,,,,,,,,,,
DE910660,0.07,16.09,1.16,214.56,3.65,0,,,0,0,0,64.46,35.54,0,0,0,64.46,0,0,0,0,0,0,0,35.54,35.54,0,0,64.46,100,0,0,100,0,100,0,0,0,0,0,0,0,0,0,0,4.03,95.97,0,0,27.11,28.08,28.14,54.61,50.66,49.14,18.28,21.27,22.72,16.57,23.42,26.13,1.17,1.5,1.57,60.77,20.15,18.42,51.818734,9.493463,4286072,3189952,,15.63,163.89,15.06,389.17,163.16,252.38,397.48,502.13,542.16,0,0,14.7933444976807,0,,,,,,,,,,,,,,,
DE910670,0.05,16.98,1.15,220.47,3.72,0,,,0,0,34.38,48.72,16.9,0,0,0.2,46.52,8.57,0.17,0,0,2,25.64,8.98,7.92,44.83,0.2,11.88,43.09,100,0,0,99.8,0.2,59.84,2.03,3.54,28.25,0,0,6.34,0,0,0,10.97,66.22,22.81,0,0,26.14,27.08,26.79,51.78,46.66,47.01,14.65,18.83,18.78,11.87,19.2,22.84,1.13,1.4,1.44,35.82,10.14,8.76,51.888828,9.556108,4290439,3197723,,39.29,129.06,41.09,250.39,128.04,164.9,242.78,351.94,456.96,0,0,152.092895507813,723000,0.977,0.942,0.233,2.537,0.359,2.455,4.789,0.31,0.931,1.179,0.782,1.096,0.769,-0.006,0.079
DE910680,0.06,16.32,1.15,219.56,3.75,0,,,0,0,42.24,25.82,31.94,0,0,0.83,19.49,9.35,27.84,0,0,5.49,5.06,21.59,10.35,59.62,4.56,27.26,8.56,100,0,0,95.44,4.56,54.38,9.44,15.6,10.07,3.1,0,7.41,0,0,0,5.02,50.06,44.92,0,0,28.03,29.38,29.37,50.69,45.01,45.24,18.39,22.73,22.52,13.06,22.42,26.54,1.2,1.44,1.49,41.09,13.65,12.02,51.944184,9.611911,4294313,3203860,,64.68,126.52,65.23,264.6,126.52,160.79,257.24,388.24,476.69,0,0,91.798210144043,1622000,1.037,1.442,0.17,3.32,0.382,2.453,4.834,0.14,1.585,1.672,1.185,2.252,0.937,-0.005,0.031
DE910690,0.04,16.15,1.2,217.35,3.94,1,1983,1983,,5,56.72,14.44,28.84,0,0.11,0.13,5.35,42.25,7.27,0,0,8.84,7.2,0,28.84,61.28,0,38.28,0.45,100,0,0,100,0,8.18,15.43,13.77,55.27,7.35,0,0,0,0,0,8.13,63.19,28.49,0,0.19,24.92,24.63,24.44,54.61,50.68,50.73,15.06,19.28,19.42,12.8,19.76,23.38,1.14,1.41,1.46,41.65,13.59,11.97,51.976294,9.269767,4270823,3207613,,473.6,104.25,473.06,216.33,93.34,134.49,202.15,341.14,479.81,15.2384432515121,0,145.784484863281,15483281,,,,,,,,,,,,,,,
DE910700,0.05,15.19,1.16,214.18,3.76,1,1983,1983,,5,56.21,16.68,27.11,0,0.11,0.12,6.53,40.48,6.78,0,0,9.92,8.95,0.1,27.01,59.67,0.13,39.79,0.42,100,0,0,99.87,0.13,7.86,14.4,15.92,53.9,7.92,0,0,0,0,0,8,62.07,29.75,0,0.18,25.15,24.92,24.75,54.34,50.32,50.36,15.22,19.46,19.59,12.87,19.97,23.66,1.14,1.42,1.46,41.64,13.66,12,52.005058,9.337655,4275517,3210769,,506.86,87.56,507.06,216.99,81.57,129.86,203.23,344.03,479.81,14.7718544288419,0,151.56623840332,15483281,1.214,1.292,0.32,3.41,0.438,2.501,4.711,0.313,1.554,1.336,0.797,0.846,0.854,-0.005,0.021
DE910710,0.04,16.62,1.16,223.91,3.82,0,,,0,0,19.15,33.01,47.85,0,0,20.4,0.59,5.78,12.61,0,0,12.02,0.75,39.84,8.01,43.31,24.52,32.17,0,100,0,0,75.48,24.52,42.69,24.7,6.79,11.19,14.63,0,0,0,0,0,7.47,64.42,28.11,0,0,28.67,33.62,33.28,46.83,40.13,40.76,20.17,21.92,21.63,11.19,17.79,21.95,1.2,1.42,1.46,31.5,10.22,8.49,52.10195,9.392969,4279405,3221516,,179.67,69.87,178.1,164.69,69.05,89.66,145.05,306.3,448.28,1.12615810516246,0,203.484344482422,3496027,0.757,0.962,0.16,2.507,0.3,2.275,4.544,0.132,1.096,1.369,1.056,1.362,0.986,0,0.953
DE910720,0.04,16.32,1.16,221.1,3.78,0,,,0,0,12.88,6.2,80.92,0,0,0,0,8.87,4,0,0,6.2,0,0,80.92,60.98,6.12,32.9,0,100,0,0,93.88,6.12,54.23,1.05,0.07,40.65,4,0,0,0,0,0,7.05,72.24,20.71,0,0,25.17,25.34,25.15,54.36,50,50.37,15.68,19.87,19.7,12.96,21.64,25.09,1.15,1.41,1.46,38.13,11.48,9.61,52.154513,9.095658,4259107,3227576,,99.06,75.53,98.88,221.32,71.49,108.68,227.47,320.59,404.3,0,0,131.543090820313,2900000,1.211,1.717,0.22,3.9,0.465,2.349,4.555,0.206,1.922,1.424,1.187,1.448,1.115,-0.003,0.295
DE910730,0.03,16.3,1.15,222.37,3.88,0,,,0,0,15.65,18.15,66.19,0,0,0.45,3.88,1.6,13.6,0,0,13.82,0.45,65.42,0.77,71.45,8.95,18.84,0.76,100,0,0,91.05,8.95,23.32,19.36,8.55,33.48,15.28,0,0.01,0,0,0,0.92,75.28,23.8,0,0,19.36,18.44,17.96,45.12,43.57,43.9,35,37.47,37.63,12.18,18.79,21.79,1.12,1.26,1.33,39.73,14.9,12.74,52.203077,8.255727,4201762,3234023,,60.12,79.93,60.55,135.85,72.98,86.39,126.79,218.33,316.15,0,0,234.445907592773,529573,,,,,,,,,,,,,,,
DE910750,0.03,16.42,1.18,224.02,4,0,,,0,0,39.54,31.93,28.53,0,0,7.3,4.07,1.12,37.05,0,0,20.56,1.37,22.31,6.22,66.72,24.99,7.8,0.48,100,0,0,75.01,24.99,30.22,9.68,5.43,18.2,36.47,0,0,0,0,0,9.53,72.46,18.01,0,0,18.3,18.06,17.92,42.02,40.37,40.65,32.99,34.86,34.74,9.93,15.25,18.18,1.05,1.19,1.24,35.22,14.76,12.11,52.205722,8.405329,4211993,3234083,,145.48,70.11,128.29,115.68,68.36,75.31,105.38,200.53,310.36,0,0,184.901443481445,3132572,,,,,,,,,,,,,,,
DE910770,0.03,18.12,1.18,222.24,3.96,0,,,0,0,90.85,0.91,8.24,0,0,0,0.18,0.27,90.39,0,0,0.73,0.19,0.25,7.99,98.7,0,1.3,0,100,0,0,100,0,5.57,2.26,0.91,0.88,90.39,0,0,0,0,0,11.21,85.18,3.6,0,0,18.57,19.18,19.24,45.31,42.87,42.25,27,28.83,29.39,8.69,13.09,16.03,1.05,1.2,1.25,31.19,12.61,10.21,52.166665,8.490325,4217712,3229614,,75.63,72.7,75.63,111.74,62.99,81.38,110.61,144.1,243.37,0,0,293.071136474609,3782430,,,,,,,,,,,,,,,
DE910780,0.04,16.64,1.17,226.36,3.86,0,,,0,0,4.85,34.68,60.47,0,0,6.8,0,3.43,1.42,0,0,27.88,0,60.47,0,37.23,6.8,55.97,0,100,0,0,93.2,6.8,8.22,56.58,6.7,3.43,25.07,0,0,0,0,0,15.6,52.57,31.82,0,0,22.93,23.56,23.13,46.38,43.49,44.04,22.13,24.38,24.27,11.59,18.8,21.75,1.1,1.3,1.34,36.03,11.01,9.31,52.289417,9.085105,4258574,3242595,,85.42,60.68,82.94,180.74,56.24,69.45,172.15,307.26,388.6,0,0,224.033401489258,2523654,0.905,1.231,0.16,2.92,0.368,2.222,4.624,0.131,1.268,1.438,1.2,2.12,0.968,-0.001,0.678
DE910790,0.03,17.82,1.14,235.17,4.04,0,,,0,0,0,79.48,20.52,0,0,79.48,0,0,0,0,0,0,0,20.52,0,20.52,79.48,0,0,100,0,0,20.52,79.48,79.48,0.78,0,0,19.74,0,0,0,0,0,17.68,74.19,8.13,0,0,19.91,21.94,21.56,39.66,38.08,38.68,30.54,30.09,29.88,8.58,11.56,14.32,1.12,1.3,1.34,31.22,10.98,9.64,52.348792,9.115896,4260755,3249175,,30.14,49.01,30.71,84.37,43.85,51.9,63.39,220.96,374.51,0,0,281.278350830078,3946408,,,,,,,,,,,,,,,
DE910800,0.03,16.27,1.15,233.28,4.05,0,,,0,0,26.01,68.65,5.33,0,0,43.68,2.67,0.78,25.23,0,0,22.31,0,3.45,1.89,28.42,65.64,5.95,0,100,0,0,34.36,65.64,83.12,6.42,2.25,1.58,6.62,0.01,0,0,0,0,6.21,80.37,11.19,2.23,0,12.57,15.05,15.57,29.04,28.27,29,54.31,52.6,51.35,6.7,8.87,12.74,1.2,1.38,1.43,40.49,20.41,16.73,52.555376,8.71202,4233646,3272570,,584.53,36.29,640.58,57.36,31.98,38.46,48.47,130.36,328.51,43.9123150614966,0,148.493103027344,13185848,0.489,0.652,0.05,1.757,0.236,1.874,3.818,0.041,0.905,1.595,1.04,1.682,0.908,0.003,0.093
DE910810,0.03,15.75,1.15,231.42,4.02,0,,,0,0,16.14,80.55,3.31,0,0,55.92,1.65,0.49,15.66,0,0,22.97,0,2.14,1.17,17.63,78.68,3.69,0,100,0,0,21.32,78.68,89.52,3.98,1.4,0.98,4.11,0.01,0,0,0,0,5.23,82.41,9.77,2.47,0.12,12.3,15.02,15.73,27.92,27.32,27.98,56.35,54.22,52.86,6.39,8.34,12.49,1.22,1.4,1.45,41.51,21.35,17.58,52.600707,8.902707,4246654,3277402,,1015.5,31.24,1032.29,52.63,28.05,35.1,46.81,86.87,328.51,63.6218004283368,0,117.488845825195,17283387,0.571,0.672,0.07,1.837,0.276,1.872,3.687,0.05,0.93,1.436,0.898,1.35,0.813,-0.001,0.594
DE910820,0.03,16.47,1.15,232.17,3.99,0,,,0,0,0,100,0,0,0,99.68,0,0,0,0,0,0.32,0,0,0,0,100,0,0,100,0,0,0,100,100,0,0,0,0,0,0,0,0,0,1.13,83.36,15.51,0,0,14.58,19.31,20.19,31.95,31.55,31.6,52.96,48.63,47.7,5.89,7.06,11.6,1.28,1.45,1.5,43.37,22.73,18.93,52.66138,8.922674,4248107,3284133,,162.49,35.33,161.53,54.81,31.73,41.17,53,74.03,101.01,86.9445428617789,0,57.0012321472168,1132357,0.562,0.586,0.19,1.46,0.261,1.947,3.86,0.169,0.61,1.066,0.807,1.079,0.936,-0.003,0.079
DE910830,0.02,16.3,1.14,233.31,4.02,0,,,0,0,11.4,86.25,2.36,0,0,60.77,1.17,0.34,11.05,0,0,24.31,0,1.53,0.83,12.45,84.92,2.61,0.02,100,0,0,15.08,84.92,92.6,2.81,0.99,0.69,2.9,0,0,0,0,0,4.29,82.37,10.86,2.39,0.09,12.72,15.94,16.66,27.87,27.29,27.89,56.57,53.93,52.61,6.29,8.02,12.26,1.23,1.41,1.46,41.67,21.71,18.13,52.582846,9.061784,4257405,3275264,,1451.79,26.62,1462.08,50.94,23.7,33.62,46.5,75.54,328.7,67.4975074039756,0,98.9602661132812,37359378,0.617,0.63,0.14,1.76,0.298,1.872,3.653,0.121,0.881,1.178,0.766,0.964,0.765,0.001,0.797
DE910840,0.02,17.45,1.15,236.1,4.04,0,,,0,0,3.89,82.51,4.82,0,0,47.48,0,1.52,2.37,0,0,35.03,0,4.82,0,6.74,82.96,1.52,0,91.22,0,0,8.27,82.96,82.94,0,0,1.52,6.76,0,0,0,8.78,0,6.98,55.44,26.43,2.15,9,13.95,17.35,17.71,24.96,24.74,25.07,48.05,44.87,44.18,6.56,7.68,10.96,1.11,1.3,1.33,32.06,10.53,8.36,52.590503,9.204335,4267077,3276001,,278.32,45.32,314.79,48.66,25.9,30.47,44,80.66,176.12,52.4174124130336,0,138.327819824219,2415421,0.459,0.386,0.12,1.22,0.217,1.907,3.823,0.11,0.6,0.821,0.603,0.818,0.645,0.001,0.707
DE910850,0.06,18.34,1.18,248.61,4.35,0,,,0,0,35.6,22.75,41.66,0,0,14.93,4.61,12.71,12.41,0,0,3.2,10.49,26.52,15.14,61.6,19.31,17.66,1.42,90.58,0,9.42,80.69,19.31,60.34,22.29,9.92,7.46,0,0,0,0,0,0,4.58,69.26,26.11,0.05,0,18.39,22.71,22.98,35.82,35.81,35.35,42.7,38.39,38.58,8.57,11.63,14.82,1.33,1.48,1.54,30.58,11.72,9.15,52.45004,10.946785,4385368,3260494,,513.49,61.09,510.68,126.59,12,73.7,127.62,184.41,235.04,26.7582770745113,0,55.5076484680176,7262759,0.291,0.412,0.03,0.97,0.164,1.602,3.408,0.023,0.535,1.234,1.132,1.651,1.035,0.001,0.737
